,0,1
0,-20.892584,52.52813
1,-20.135784,53.513855
2,-15.959525,55.366642
3,-21.654394,54.137802
4,-16.534323,54.453323
5,-25.423004,49.175137
6,65.19663,26.846323
7,4.411419,66.58281
8,-27.313482,46.86524
9,65.39433,27.651958
10,-20.915167,50.34463
11,-27.426682,39.986786
12,-12.713741,53.708687
13,-15.902496,51.398193
14,64.54076,23.26597
15,-24.008905,49.05504
16,3.6770515,65.2932
17,-25.230694,42.977753
18,4.289411,-1.4153798
19,-26.238598,47.83317
20,63.571953,29.65768
21,2.6901681,65.82678
22,-24.844078,47.19055
23,-18.476587,53.58648
24,-13.65378,49.895035
25,-14.699544,52.241367
26,-25.185865,42.18808
27,52.495262,43.080807
28,7.669757,-4.6883655
29,62.03298,11.740524
30,53.544563,35.37898
31,55.559097,43.078045
32,5.7094646,66.36982
33,-25.84039,41.765358
34,-20.272346,50.2418
35,6.2341504,66.08011
36,-19.45383,50.3494
37,-13.860239,52.97037
38,5.598143,64.59462
39,51.526443,46.41687
40,-27.853947,46.238487
41,-24.786701,42.448242
42,-17.410679,51.953335
43,66.24113,26.740534
44,4.7764673,66.71904
45,54.072605,45.465984
46,-21.448898,45.666534
47,78.73053,13.580491
48,5.082143,66.016304
49,3.5975473,63.88505
50,-14.67308,55.043026
51,-18.188433,47.060356
52,-27.9432,39.10823
53,-24.763739,49.199844
54,63.76297,29.75106
55,8.015459,66.86079
56,-23.485582,48.9976
57,-12.5395975,54.27937
58,-11.686183,55.322556
59,4.0918555,65.96738
60,-27.440313,39.278652
61,52.58437,35.422894
62,-20.885761,43.288033
63,-13.867959,51.557682
64,-13.042541,53.01322
65,65.2235,29.300785
66,-21.600552,52.775436
67,62.050446,17.010662
68,64.84548,29.319454
69,6.1732626,65.61646
70,-20.744514,43.50788
71,54.80431,40.07709
72,61.387714,18.724138
73,-20.765785,39.62225
74,-19.554766,48.27244
75,62.866627,29.999481
76,-13.976014,49.88267
77,-13.754358,52.114204
78,-18.482405,51.5209
79,-13.138033,48.396366
80,-13.514329,55.28543
81,-22.211388,52.384468
82,-24.661448,48.652992
83,-19.535181,48.954506
84,-17.563799,52.82114
85,-23.27192,44.194363
86,-14.341236,55.131676
87,-17.432037,32.753284
88,-13.596162,53.683014
89,7.7867703,66.25168
90,-13.307327,51.13058
91,51.796425,44.543053
92,-19.434273,53.534195
93,-18.931387,47.6347
94,-15.981567,49.045734
95,-23.460884,38.1769
96,-14.718717,52.444702
97,-17.077858,53.20758
98,-20.717686,49.07403
99,-21.965853,49.59229
100,-19.211287,38.202236
101,-15.144375,42.585293
102,-16.4971,49.37454
103,-15.714961,54.46514
104,1.1467706,62.134327
105,60.506622,17.246624
106,6.9474487,66.694435
107,-11.676512,50.573437
108,-17.974697,50.94787
109,52.67865,43.034485
110,4.5487885,63.56001
111,62.741474,28.870766
112,-15.56365,50.641922
113,-26.816908,40.644337
114,-20.819483,43.63746
115,-24.511349,47.972427
116,-25.241558,42.979324
117,-24.535353,48.62527
118,-25.794014,41.095688
119,-27.868185,39.46309
120,-17.108267,45.173855
121,-21.850397,53.10001
122,-15.040444,49.31227
123,-14.303627,47.151604
124,-20.771631,46.707775
125,2.201239,63.205074
126,-22.679745,48.46342
127,64.1636,26.492558
128,62.90554,27.950157
129,-17.194092,25.543003
130,-14.268221,44.56917
131,-14.2303705,49.8139
132,-14.657083,53.017544
133,-12.468469,51.443485
134,-21.332474,53.319473
135,50.93605,41.21348
136,-23.506346,47.774445
137,-21.431849,47.5465
138,-20.12993,46.29444
139,63.852833,27.327267
140,-14.638164,51.11098
141,-23.213936,44.788654
142,-12.441223,51.40472
143,51.275665,44.361626
144,7.91984,64.47761
145,-14.056588,48.32944
146,64.342026,29.047773
147,-12.632042,32.928074
148,58.51156,21.001766
149,-23.59531,38.1548
150,64.0958,26.425982
151,-18.811066,37.312546
152,-20.02716,46.865246
153,-13.071672,32.115265
154,-29.267023,39.097046
155,-14.581719,42.06305
156,8.359271,66.17888
157,77.87689,-5.719245
158,-24.211048,46.969826
159,-20.886652,52.913586
160,-18.676403,50.257095
161,62.466743,28.458036
162,52.709053,47.017315
163,-14.546644,48.7304
164,-22.691597,45.268707
165,-10.89741,34.316162
166,50.420612,37.580013
167,-13.633156,44.019775
168,-15.234502,43.42452
169,48.134926,43.41355
170,-13.020728,51.84898
171,-14.922094,51.206127
172,59.410843,21.425926
173,64.21207,27.764711
174,-19.84602,42.670673
175,-15.581422,41.182617
176,-10.284455,30.551046
177,-29.332266,40.202465
178,59.36558,26.233433
179,-16.90674,42.3288
180,49.308567,16.11255
181,60.953026,20.79113
182,-13.752882,46.081238
183,-16.778429,41.08096
184,-16.345295,47.931713
185,-16.924473,45.84059
186,-16.603205,51.45727
187,77.611244,12.246016
188,-17.060932,35.593998
189,-14.577232,46.29703
190,-16.041637,47.83321
191,-17.096807,31.668177
192,51.701424,41.825695
193,61.582752,29.3039
194,49.97913,43.358044
195,-17.4219,45.355145
196,3.2195606,62.20002
197,63.29142,28.498758
198,50.975044,45.83232
199,-29.688654,39.22302
200,-11.08325,28.929184
201,-15.548421,38.918667
202,2.5158994,64.20191
203,-12.376251,29.117268
204,59.245686,19.819235
205,56.775608,22.870386
206,-9.521407,28.8054
207,-11.848002,55.475216
208,49.655094,41.105705
209,46.33677,36.526375
210,-13.797583,37.007454
211,54.259438,35.166824
212,-18.908314,45.21949
213,-14.78837,45.1776
214,-11.73607,31.074078
215,-19.107107,46.02987
216,62.076225,22.063053
217,-13.118351,43.67906
218,-11.789566,40.600033
219,-12.96416,45.431034
220,58.142387,21.47609
221,-9.799561,23.789888
222,-13.692559,38.7248
223,-12.589693,27.600485
224,-11.985486,44.823925
225,-12.499246,31.272682
226,3.0992408,60.417515
227,-13.111228,37.33691
228,-17.554188,35.106186
229,-13.969484,41.636547
230,-17.058165,36.202507
231,-27.555748,40.77097
232,-17.460613,27.806616
233,-10.860388,31.563097
234,-13.993573,42.57222
235,48.343502,42.53605
236,-13.87167,48.856358
237,2.517338,61.689655
238,48.700928,20.534843
239,62.35952,19.21225
240,-12.319112,39.092575
241,-14.100202,42.994076
242,76.269745,10.94545
243,-21.17306,38.849754
244,-22.93006,47.886234
245,-16.014484,42.49585
246,-12.628712,43.31725
247,58.518997,27.098267
248,-12.814155,43.079006
249,-20.62075,33.301403
250,3.7565627,64.358734
251,-13.560557,35.649086
252,-15.657511,35.23409
253,56.845642,26.04116
254,-13.14534,41.78032
255,57.58234,26.882927
256,58.892815,21.91858
257,-12.547378,44.62078
258,-22.858316,43.860695
259,-42.177094,29.79449
260,40.833504,10.950108
261,-12.611291,27.392136
262,-16.661104,49.904762
263,-15.548275,40.76427
264,-16.52493,31.481564
265,51.179028,43.88838
266,48.995445,38.37485
267,50.864372,42.50883
268,-13.247484,31.343676
269,39.023525,4.64383
270,-11.265796,32.809624
271,49.553,40.36681
272,48.119984,21.267689
273,-16.71633,41.487988
274,24.770508,7.6425476
275,-12.68964,38.6416
276,-12.613462,34.10392
277,-15.295217,19.520693
278,-12.259429,43.668674
279,-13.64201,26.567728
280,-12.663947,30.57052
281,49.69365,39.377296
282,-12.385987,21.263775
283,49.496777,36.92384
284,48.421837,35.58646
285,-12.92084,37.774887
286,-14.512245,11.888545
287,48.378376,20.615751
288,59.690395,22.719007
289,-12.132925,32.147366
290,-10.984799,33.48323
291,44.329277,21.867432
292,-1.1125959,-22.497425
293,-16.143793,42.89224
294,33.74427,-1.8866528
295,-22.442871,31.975296
296,-9.3805275,24.186703
297,-17.752089,26.23961
298,-13.237216,34.160847
299,-13.800214,39.833557
300,57.814915,22.389107
301,43.81742,21.70988
302,45.23249,21.434965
303,-17.003727,16.427643
304,-16.880928,36.73284
305,38.119804,19.569319
306,-13.394965,23.268333
307,-18.952347,37.23471
308,-13.77422,21.512016
309,-8.327607,12.104407
310,-18.608627,34.848824
311,-14.181322,19.65126
312,-13.184232,33.138607
313,40.192257,3.3691597
314,46.281883,22.650768
315,79.5035,-9.614627
316,46.66238,33.75664
317,50.368828,41.713295
318,48.022697,40.02831
319,-11.165609,16.404469
320,58.022804,25.165604
321,5.395127,65.0929
322,47.886032,31.213404
323,-10.147353,23.594246
324,-10.842295,33.367073
325,49.60515,36.845356
326,3.1770015,63.298706
327,-10.697085,33.485912
328,-17.96638,36.05861
329,-22.83582,44.84709
330,-22.76508,34.90925
331,12.563519,56.22336
332,43.56539,19.388775
333,-14.337387,28.303452
334,-13.92847,37.447765
335,-12.4058275,21.94119
336,-13.862149,30.344181
337,48.822956,16.896847
338,-14.6305,19.113289
339,48.020874,37.300617
340,-14.384818,27.873749
341,-11.381819,25.100483
342,-12.161174,22.271688
343,-11.168399,31.578783
344,-14.262825,32.30142
345,-15.337148,12.579032
346,49.66365,37.397488
347,-17.969578,26.019793
348,43.188534,21.21947
349,-12.720586,20.379505
350,-14.499872,16.234365
351,-12.529465,24.56842
352,-13.492707,17.397648
353,-13.34412,28.689974
354,41.281227,18.096292
355,-22.476013,36.34514
356,1.625773,22.623638
357,3.2631938,17.752409
358,-7.6429777,16.506762
359,-9.649298,11.57749
360,-16.484581,15.936597
361,40.209175,18.72204
362,49.91155,45.572884
363,-11.888901,26.711447
364,-11.6543455,14.2777815
365,-13.503437,33.579906
366,58.461914,25.945593
367,47.166595,15.421493
368,-11.727285,23.110285
369,-13.834994,30.318085
370,-12.452801,17.324825
371,44.62494,-4.731133
372,-50.79093,-34.739594
373,48.768078,44.757393
374,-12.545573,23.365396
375,-15.978026,38.20278
376,48.23648,17.326231
377,-16.179735,26.003798
378,-12.194961,20.606234
379,35.23032,8.535847
380,46.24273,17.657328
381,38.73589,4.8644133
382,44.645252,21.142368
383,-14.709713,26.156574
384,-5.239671,14.989433
385,1.8566073,-19.692162
386,42.147774,22.082909
387,42.00336,37.595886
388,-11.205861,9.12083
389,-14.703727,8.157244
390,8.980459,63.321102
391,48.40623,34.16681
392,-65.05681,-18.180693
393,-17.071445,15.3736515
394,-3.539522,12.755452
395,12.912366,56.393154
396,-12.72199,20.655075
397,-16.489622,12.90519
398,-13.90708,25.541006
399,-11.864685,18.643557
400,49.5397,34.608383
401,-7.7508483,15.410066
402,-11.922766,14.830918
403,-5.6154,13.556378
404,-7.3546863,9.260555
405,-13.770795,38.044548
406,-8.67201,3.274993
407,41.39699,18.829718
408,13.630184,56.426918
409,72.452774,-19.637697
410,-53.17029,-20.502665
411,-15.367245,22.369244
412,-12.476255,19.664343
413,-12.990176,14.866893
414,-13.111386,15.4205065
415,-4.8187304,15.494167
416,-1.6402785,15.085214
417,16.287645,53.52156
418,-14.867371,8.713441
419,-11.645732,19.964163
420,48.678535,18.008457
421,-14.0695095,4.1876426
422,-16.03156,16.015657
423,4.0758204,-3.0079088
424,-6.9118958,9.384422
425,14.588217,62.418335
426,45.62874,37.021835
427,31.15802,5.7748475
428,45.835903,23.081537
429,37.888306,17.44807
430,42.45854,20.547325
431,-6.4480233,3.365936
432,-11.794204,17.878271
433,42.18473,18.738602
434,13.546861,60.47047
435,42.290604,22.578026
436,-17.715422,14.99523
437,9.887424,-4.4628935
438,-14.26305,8.469664
439,-9.998967,13.522035
440,46.73817,12.900704
441,73.96028,-19.373262
442,-13.797689,13.481059
443,44.216663,12.174845
444,-16.484205,12.315311
445,-12.7914715,24.165823
446,-10.390818,13.73299
447,-11.455871,9.904388
448,-14.176933,13.958649
449,47.555153,36.75953
450,41.485146,19.424686
451,-6.5073404,10.024661
452,32.04545,-8.143315
453,36.7322,10.407784
454,-15.545113,15.543757
455,-8.994017,11.794121
456,39.16675,18.987436
457,-13.194197,19.065796
458,0.6098706,1.7325592
459,41.429436,17.932806
460,35.80037,8.991944
461,-16.172018,15.381092
462,-6.3977466,17.400385
463,-44.018936,-30.353905
464,-13.071126,8.684905
465,30.38202,6.3529267
466,-10.213167,6.539346
467,-9.158268,4.8203382
468,38.56305,9.591017
469,-11.172163,8.210065
470,-8.832887,15.770424
471,4.173011,-2.203018
472,-8.575372,14.242833
473,-15.638274,7.070507
474,-6.0340033,7.746586
475,-10.785087,14.545766
476,34.684685,7.3209567
477,-10.613336,15.092263
478,-14.942498,13.780806
479,-15.472656,7.4387965
480,-6.773342,12.928325
481,31.614922,-2.1393692
482,-8.107367,6.3069987
483,-13.351167,17.10338
484,29.408697,9.424307
485,38.19875,18.462166
486,37.33626,9.857239
487,42.990963,12.731787
488,46.052883,35.39654
489,-5.713755,6.1868052
490,37.4865,8.925879
491,-13.307698,13.420285
492,-9.586759,6.417851
493,-7.744797,9.372329
494,31.138916,8.417397
495,2.7804089,-0.7218613
496,-8.879437,4.000407
497,-15.9707155,13.691575
498,6.2484264,1.1292208
499,32.811775,4.712669
500,11.026715,1.4563094
501,33.843704,2.3376827
502,44.43409,12.724503
503,15.411682,-5.8028765
504,39.712948,4.034337
505,16.746246,60.627068
506,-6.303712,8.531608
507,-16.9971,11.9417515
508,-17.114216,12.462163
509,-4.1639028,6.3181505
510,-3.755657,11.934102
511,-12.469264,18.70961
512,34.511806,3.1439736
513,32.187717,0.4849416
514,-2.730066,4.8747506
515,11.915768,-3.278424
516,39.63122,12.298467
517,42.055702,12.495198
518,1.629544,3.080689
519,-15.81947,12.835137
520,-8.400057,2.03214
521,2.9791431,-0.16306655
522,38.64925,11.374915
523,20.965515,-4.7583117
524,36.06393,8.889179
525,0.6558579,2.308594
526,32.648968,7.992906
527,37.52231,7.85142
528,-8.372985,2.6354434
529,-6.811344,7.9273396
530,-10.604937,10.618447
531,3.4994304,-3.675355
532,33.081375,1.0880108
533,31.459587,-0.9026185
534,-5.0650687,4.955198
535,9.6896305,-4.734513
536,2.3091252,2.3302414
537,3.137632,4.119437
538,-13.876543,13.777125
539,33.09584,-3.0293531
540,-2.013886,6.2112236
541,-10.416986,15.16961
542,4.661334,-3.6039884
543,29.378002,0.83146477
544,4.221495,-0.33948094
545,45.290825,3.3187566
546,-16.897554,13.49302
547,-5.73318,6.6107216
548,16.134233,60.646873
549,4.970296,-0.5002639
550,-8.742485,6.626182
551,0.18949343,0.87405324
552,4.9084315,-0.65172607
553,-8.540098,6.5231824
554,44.016666,6.4249654
555,35.65957,0.45496988
556,34.653435,-3.918563
557,12.145935,-3.6940517
558,37.241745,-2.5179806
559,42.572525,14.39388
560,-4.16356,3.7568564
561,-11.634464,7.881437
562,-1.5925181,3.7184827
563,-8.500228,4.3902965
564,-5.170272,3.6790893
565,-3.93392,5.9960756
566,37.665577,7.114194
567,-3.5263364,3.7261505
568,33.243546,-5.33914
569,-15.440742,14.118106
570,-7.3207765,7.053865
571,25.750658,7.8762803
572,34.29814,-2.0720596
573,-7.533884,8.142809
574,35.357445,9.846504
575,49.25954,11.277722
576,-4.646671,10.40065
577,-3.9879117,5.2156153
578,30.697697,0.2694347
579,-1.247394,5.961309
580,-6.3779283,5.837235
581,-5.6769643,1.7702376
582,15.4741535,-5.882674
583,40.073833,-5.7709546
584,30.709167,5.0267887
585,31.89661,-17.491575
586,30.603588,4.3381205
587,-5.274676,1.8497245
588,15.802239,54.93846
589,-2.9566488,3.2060077
590,16.951626,-7.8263516
591,33.464916,4.7616315
592,25.386532,8.861541
593,-1.9592258,3.2250206
594,17.110397,-7.086458
595,21.25065,-5.368186
596,3.5551736,2.6617098
597,34.5871,4.05769
598,68.59529,3.8579822
599,-63.058563,33.741238
600,-54.408913,36.679317
601,-53.962658,34.524452
602,-54.54024,26.926373
603,-57.273308,28.028755
604,86.70742,-0.081255816
605,-50.25908,33.500202
606,7.0729356,59.713997
607,-54.138935,34.326862
608,-27.964468,48.858665
609,-54.717186,35.740047
610,-54.20528,29.26907
611,-55.596245,37.172516
612,-55.613205,26.88136
613,-48.546642,32.408463
614,-55.635754,37.00389
615,-57.806736,26.289007
616,-57.139435,27.790716
617,-46.636932,29.777218
618,-57.01141,35.330566
619,-55.903843,25.866163
620,-55.015728,26.681791
621,-56.37216,38.225872
622,-50.61589,34.773666
623,-53.6518,21.465536
624,62.035355,16.946215
625,-58.542553,14.825899
626,-56.220238,27.004461
627,54.378258,38.48801
628,-56.2736,30.872826
629,-56.414543,24.175953
630,-61.22208,33.745827
631,70.77036,4.289444
632,78.9827,0.37652817
633,-52.967247,26.926086
634,-54.471336,26.959097
635,-28.605005,-8.832694
636,65.049385,-9.5770035
637,74.57875,1.9179516
638,-41.990433,30.043856
639,69.68969,3.6143703
640,-47.871944,23.361813
641,-56.2257,22.682976
642,53.18045,46.5143
643,-54.781887,26.137388
644,-52.629738,29.56805
645,66.78632,12.668466
646,62.28105,10.8469715
647,66.70129,1.6528592
648,-52.871742,23.39889
649,-44.835606,27.0206
650,68.26548,8.916514
651,-52.407906,21.44603
652,-52.666496,32.782143
653,-51.590847,19.193508
654,-55.129063,34.190823
655,79.29116,-3.10119
656,-47.8317,16.573723
657,74.32486,2.3450665
658,66.66686,11.686731
659,78.77179,-1.8098968
660,-55.318485,20.448202
661,69.64566,5.075527
662,16.390116,46.14647
663,-55.229675,20.157625
664,-48.441612,23.169535
665,-52.206966,30.44087
666,41.898777,-28.221462
667,61.388172,10.634164
668,-52.591286,18.400343
669,66.72407,11.361383
670,66.075066,7.00334
671,-50.154655,22.823704
672,68.41682,4.325067
673,-47.101246,24.067854
674,-54.580036,32.621796
675,-41.9185,22.875973
676,67.703285,5.1412435
677,-49.49875,16.213825
678,-50.971375,31.326561
679,-54.56391,25.710098
680,39.127552,-54.237556
681,-49.98577,5.0513644
682,-50.402184,22.298092
683,77.21372,8.390458
684,68.4021,2.0424936
685,-52.42145,30.891256
686,52.294117,-26.502487
687,63.243473,7.286271
688,-48.666553,24.699127
689,-52.82896,13.504587
690,-55.61236,15.769644
691,67.22133,3.2597196
692,-54.421177,18.39898
693,70.00786,8.506906
694,-29.533072,-8.993317
695,-54.473618,14.021153
696,-56.04306,12.461719
697,-55.77334,21.547092
698,-29.023153,-11.191055
699,-56.539097,22.477905
700,78.07863,-3.1966732
701,-51.821125,30.833515
702,42.731926,-29.437737
703,67.699554,7.0357404
704,-44.670288,22.234589
705,59.964943,3.1080995
706,-53.151413,16.373178
707,-72.88649,-18.621117
708,78.86281,2.7866588
709,-46.77599,28.76105
710,-56.734707,23.275476
711,55.62114,1.0450151
712,62.118225,3.5051756
713,-50.008343,8.525723
714,64.17172,4.1959295
715,-35.811584,-6.5197144
716,42.401276,-26.949839
717,62.59468,6.234174
718,-55.14559,22.594961
719,83.09531,-9.721521
720,75.06758,7.2168145
721,78.912224,12.547847
722,-48.099236,16.090212
723,63.534626,12.153151
724,51.987514,41.42387
725,-68.01062,20.598623
